Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(BNB),Value_OUT(BNB),CurrentValue @ $306.71/BNB,TxnFee(BNB),TxnFee(USD),Historical $Price/BNB,Status,ErrCode,Method
0x7807a132d81c932ec7ed0d9308709a9b2bbec161bf572f336cccce5761a42c7b,20674855,1661203486,8/22/22 21:24,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,47,14415.37,0.001790922,0.549293687,299.91,,,Swap Exact ETH For Tokens
0x94909fd725a6c21291491234fb424a28c552bc2d425f0d89d8389d83b458839f,20731399,1661373185,8/24/22 20:33,0x6e9afd530416fc332d47939463c292d9062209b1,0x4c8608dfa3fa8617599b38983b57f0210192d9cc,,0,0.2,61.342,0.000105,0.03220455,296.34,,,Transfer
0xed0cc6265f646afe688b335e4b8ecf83c1f8503cc43af3c9eb9533756113b34d,20764212,1661472041,8/26/22 0:00,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,90,27603.9,0.000939988,0.288303719,279.53,,,Swap Exact ETH For Tokens
0x5c2646ca3575583213fb8cdff9e94af123d5ef3b29f8bdc523cfa6b66a6c3032,20764227,1661472086,8/26/22 0:01,0x6e9afd530416fc332d47939463c292d9062209b1,0xe9e7cea3dedca5984780bafc599bd69add087d56,,0,0,0,0.000255575,0.078387408,279.53,,,Transfer
0x9026780c0318da8648ea89df076919e02c499f6154fb936fb229025edd3ecd87,20764444,1661472737,8/26/22 0:12,0x6e9afd530416fc332d47939463c292d9062209b1,0xe9e7cea3dedca5984780bafc599bd69add087d56,,0,0,0,0.000255515,0.078369006,279.53,,,Transfer
0x62e498a9a2b6d3ba61e38d3e7f8828abb84a95efccec49f12e490ad94b878dd7,20778212,1661514167,8/26/22 11:42,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,10,3067.1,0.002391102,0.733374894,279.53,,,Swap Exact ETH For Tokens
0xc7d3011ca4b97cbfb306fc82a0ae1b2221e1a2f2e2ece36f39fd60ed03ade58e,20787070,1661540838,8/26/22 19:07,0x6e9afd530416fc332d47939463c292d9062209b1,0xe9e7cea3dedca5984780bafc599bd69add087d56,,0,0,0,0.000310842,0.09533835,279.53,,,Approve
0x1daee2137833bfa30417055b9d4014a679a4e39a92c17a71a1ba3c9d1ea82aaa,20787077,1661540859,8/26/22 19:07,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,0,0,0.002029748,0.622544009,279.53,,,Swap Exact Tokens For Tokens
0x913fb4ce7a716ee63a6d9a9d0ac249d2b623cb1f676f32f0c61df441ff588dfd,20787159,1661541105,8/26/22 19:11,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,12,3680.52,0.001631882,0.500514528,279.53,,,Swap Exact ETH For Tokens
0x0c289f71d42350677595031852ab5b01d35c8fdd59c1cff17716d1b4e6d506fe,20791828,1661555112,8/26/22 23:05,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,28,8587.88,0.001631882,0.500514528,279.53,,,Swap Exact ETH For Tokens
0x37ea0bc590fffb5e823ccfe02c6079d03718c5c82a186185c67cbfcfe64c31ae,20903334,1661889984,8/30/22 20:06,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,100,30671,0.000835548,0.256270927,281.52,,,Swap Exact ETH For Tokens
0x5633bfc33978eac9978062431472272bb47b8abe6d8339583f953e16eb0d60c6,20903364,1661890074,8/30/22 20:07,0x6e9afd530416fc332d47939463c292d9062209b1,0x55d398326f99059ff775485246999027b3197955,,0,0,0,0.000255635,0.078405811,281.52,,,Transfer
0x435e8947601874f5012a11606ef063dc5249505638a9aa1a27b7ec3d93409fef,21048814,1662327107,9/4/22 21:31,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,91,27910.61,0.000835548,0.256270927,279.13,,,Swap Exact ETH For Tokens
0x3f0aa18b15744895227ff103e33f411decb44e7e6a0f7f1751086694e2fc26c1,21048844,1662327197,9/4/22 21:33,0x6e9afd530416fc332d47939463c292d9062209b1,0x55d398326f99059ff775485246999027b3197955,,0,0,0,0.000255635,0.078405811,279.13,,,Transfer
0x1fa7301593d6440bf5822b3a9931623a2373b6da1a45bdae4a18aaab89ac21a1,21066039,1662379530,9/5/22 12:05,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,9,2760.39,0.001895362,0.581326479,276.87,,,Swap Exact ETH For Tokens
0x2eebca90de7c384bf4e2f2a36ce1c8b378784e6a468d32f12d2363d711b5fdb4,21069290,1662389299,9/5/22 14:48,0x6e9afd530416fc332d47939463c292d9062209b1,0x55d398326f99059ff775485246999027b3197955,,0,0,0,0.000310842,0.09533835,276.87,,,Approve
0xfd1946b0258a9c7dfbfd652999295f7b6e1147614c4aa989a6a71dd37dfdfd53,21069296,1662389317,9/5/22 14:48,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,0,0,0.001662752,0.509982666,276.87,,,Swap Exact Tokens For Tokens
0x892597a1528883f263a8ac56fec604f7da376c5e3cd64a2a75db70dc409f9069,21131863,1662577249,9/7/22 19:00,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,93,28524.03,0.000940548,0.288475477,279.07,,,Swap Exact ETH For Tokens
0x9e6bf29bbe6946dfcc8e2bbd46c4a2739fae8555aa3ac06a2e7970fdbfbd9c31,21131894,1662577342,9/7/22 19:02,0x6e9afd530416fc332d47939463c292d9062209b1,0x55d398326f99059ff775485246999027b3197955,,0,0,0,0.000255635,0.078405811,279.07,,,Transfer
0x8fde911f4f4b557277df576a4aee985895f2f58550dc7f1aee50174c4fd655a8,21153690,1662642809,9/8/22 13:13,0x6e9afd530416fc332d47939463c292d9062209b1,0x1bb2d2b396edc607ce8149820ad7c121aa6c41fc,,0,7,2146.97,0.000105,0.03220455,280.66,,,Transfer
0xe9740e52b4a9652403012994d1a5d431c9b94ba75e3c9f793ff97c655893c3ed,21162634,1662669642,9/8/22 20:40,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,20,6134.2,0.000835464,0.256245163,280.66,,,Swap Exact ETH For Tokens
0xaadbc091ab633b63d486853d5995e1f5113e15761f7de9ecbc57b3aa522b957e,21162658,1662669714,9/8/22 20:41,0x6e9afd530416fc332d47939463c292d9062209b1,0x55d398326f99059ff775485246999027b3197955,,0,0,0,0.000255575,0.078387408,280.66,,,Transfer
0x360431fbdc4626cdb4cf15bb4113548b17d9383517eba94562f6367c46e9432e,21275475,1663008622,9/12/22 18:50,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,500,153355,0.000835548,0.256270927,294.11,,,Swap Exact ETH For Tokens
0x6928267ef8f5a016c0841f579feeab3f56fca1e9efa042c3d3d9fae426f18a8c,21275794,1663009579,9/12/22 19:06,0x6e9afd530416fc332d47939463c292d9062209b1,0x1bb2d2b396edc607ce8149820ad7c121aa6c41fc,,0,1,306.71,0.000105,0.03220455,294.11,,,Transfer
0x3f041584eabd6f8fed4854e64d098c298c448e136ca6483c86fef31f1f891cde,21275801,1663009600,9/12/22 19:06,0x6e9afd530416fc332d47939463c292d9062209b1,0x55d398326f99059ff775485246999027b3197955,,0,0,0,0.000255575,0.078387408,294.11,,,Transfer
0x38a0c01dbe3b84b116bf05b35740f6930bb963027e0db91e9918eb69284725a9,21320447,1663143554,9/14/22 8:19,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,16,4907.36,0.003847921,1.18019585,279.36,,,Swap Exact ETH For Tokens
0x229df70597e9c6b8cbc094de985d012e9a34738f8d489d0a2aa23cd5bfbb1918,21324036,1663154321,9/14/22 11:18,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,5,1533.55,0.003454171,1.059428787,279.36,,,Swap Exact ETH For Tokens
0x4b69d5a42e95de76e6f66608d24ee4d21b8b8ac079f090427935862256402545,21324553,1663155872,9/14/22 11:44,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,35,10734.85,0.001941296,0.595414896,279.36,,,Swap Exact ETH For Tokens
0x57b11c302dd603e44d564e317ab8e9e63e4a1242a25d2dadad7fa2f055a9bc83,21326916,1663162964,9/14/22 13:42,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,15,4600.65,0.001920884,0.589154332,279.36,,,Swap Exact ETH For Tokens
0xbad51d64ecaafe1c7ade437633727f911504b13f330045af5c6ae9e4378e446f,21331019,1663175275,9/14/22 17:07,0x6e9afd530416fc332d47939463c292d9062209b1,0x4c267653e851876dede1c90d494c2fc3f7f01178,,0,0,0,0.000311528,0.095548753,279.36,,,Approve
0x8bc76d85990fb38c1cd01d1d55188526b6c7bc96d039ae3775ff2004d11fff37,21332527,1663179799,9/14/22 18:23,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,0,0,0.000165858,0.050870307,279.36,Error(0),execution reverted,Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens
0xe1a461db8a69f1913ecc96dae8f21fbbcecc769131da7155cf86050d3aa826a2,21332550,1663179868,9/14/22 18:24,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,0,0,0.00278537,0.854300833,279.36,,,Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens
0x02fd2df17c87c88f77b5ba9b7f0753891e4385aa6dedb91cd6a5226633d4f1a9,21378110,1663317870,9/16/22 8:44,0x6e9afd530416fc332d47939463c292d9062209b1,0x1bb2d2b396edc607ce8149820ad7c121aa6c41fc,,0,400,122684,0.000105,0.03220455,274.89,,,Transfer
0x8bbacd53a529d5fca96b1fc20e377534be55e91e89f9938b37773101de90b882,21472335,1663603895,9/19/22 16:11,0x6e9afd530416fc332d47939463c292d9062209b1,0x55d398326f99059ff775485246999027b3197955,,0,0,0,0.000255635,0.078405811,272.04,,,Transfer
0xae869a7a164cba1be8b3a9b2c04841104ba8ad6fea53547260e65e44daeb5a78,21482013,1663633173,9/20/22 0:19,0x6e9afd530416fc332d47939463c292d9062209b1,0x55d398326f99059ff775485246999027b3197955,,0,0,0,0.000180755,0.055439366,266.39,,,Transfer
0x3687188bfcac0a2e173b65f00fc97467ab293e67f2e65e734dfdd28f6649b9e0,21592631,1663966869,9/23/22 21:01,0x6e9afd530416fc332d47939463c292d9062209b1,0x1bb2d2b396edc607ce8149820ad7c121aa6c41fc,,0,2,613.42,0.000105,0.03220455,276.63,,,Transfer
0x81b24bc38c21e18e28af5bb6a010bd0fadb2bdaeeda1d9393885007c57fc5391,21893620,1664885354,10/4/22 12:09,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,1,306.71,0.001141084,0.349981874,296.37,,,Swap Exact ETH For Tokens
0xde5576f7d9b9d24df3a5c6749338610014e92a135edfce300b25d162f615ccc3,21893680,1664885534,10/4/22 12:12,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,2,613.42,0.001036168,0.317803087,296.37,,,Swap Exact ETH For Tokens
0xcac4939e17c122edaee4fba952ef00fa8b777b913ae2e4b19dc928ca8d5eb461,21893689,1664885561,10/4/22 12:12,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,2,613.42,0.001036168,0.317803087,296.37,,,Swap Exact ETH For Tokens
0x1cb50437b68a2ecfb0fb68056c76de30645a4c8caea2f7aa37e7c9d0acf564d2,21893694,1664885576,10/4/22 12:12,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,2,613.42,0.001047851,0.32138638,296.37,,,Swap Exact ETH For Tokens
0x04b07603abe970d36a02d6518cee6926239f7c6f7ee2e7d67d72d162c95cc7e4,21893697,1664885585,10/4/22 12:13,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,2,613.42,0.001047851,0.32138638,296.37,,,Swap Exact ETH For Tokens
0x480e9c46f4bd9244fbc2fe96f76ab2bf44f1a060bfec3b901682a10e0bd921d2,21943950,1665038928,10/6/22 6:48,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,20,6134.2,0.003988257,1.223238304,287.12,,,Swap Exact ETH For Tokens
0x94a013c3a98d123bc397727564a83c3403bf32f3a1c84d14f29a498e57629cf0,22457887,1666628795,10/24/22 16:26,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,0,0,0.005229085,1.60381266,274.23,,,Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens
0xa1af5c962daaafb03cd92831f98354e539b08048fa403a34176d631f56c689d6,22458281,1666630011,10/24/22 16:46,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,0,0,0.002889715,0.886304488,274.23,,,Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens
0xffb81db80f5151a6655c5a22e62edfd72087ca759f0beb195b1b7f57122eff86,22459390,1666633349,10/24/22 17:42,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,31,9508.01,0.0006114,0.187522494,274.23,,,Swap Exact ETH For Tokens
0x4056fb687b166683df917b6dba9ed0027763652317cdc661f0c3aca2a9a07d03,22459499,1666633676,10/24/22 17:47,0x6e9afd530416fc332d47939463c292d9062209b1,0x55d398326f99059ff775485246999027b3197955,,0,0,0,0.000180515,0.055365756,274.23,,,Transfer
0xd1788e53f2f1041391c9fb9bd13f1ed678223742477403566265d7771e5052da,22476124,1666684190,10/25/22 7:49,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,0,0,0.00114224,0.35033643,284.26,,,Swap Exact Tokens For Tokens
0x30e2fd393d093dfb419a831ac5b40081ce74339724896aebc2e784d4f2c0f7d9,22476734,1666686033,10/25/22 8:20,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,1,306.71,0.00084381,0.258804965,284.26,,,Swap Exact ETH For Tokens
0x77515d7f4fe2c6d974f8e9ea28de194603096ddb8defec17e2fcdfdd4c60373d,22485220,1666711720,10/25/22 15:28,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,0,0,0.000813195,0.249415038,284.26,,,Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens
0xb9a6547a6ad935384eb7642281e90ef60d97357725d413c09acd44c054dac266,22485225,1666711735,10/25/22 15:28,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,0,0,0.000813195,0.249415038,284.26,,,Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens
0xc50d4736ceb939e35270e1353c6f665f162a6d7cce2f058f975d33002d77dd9f,22485229,1666711748,10/25/22 15:29,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,0,0,0.000813195,0.249415038,284.26,,,Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens
0x1e6bfa2ca17c38fd29ff99eb6c12105b0032a1a2c62fd720a37471e0b765c7fe,22485232,1666711757,10/25/22 15:29,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,0,0,0.000813195,0.249415038,284.26,,,Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens
0xd64a2fbd708d284435159c9ca563c12980cfe6d930647fedf0f1ab3dd308a215,22485245,1666711802,10/25/22 15:30,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,4,1226.84,0.00090423,0.277336383,284.26,,,Swap Exact ETH For Tokens
0x172575557ffe1e7bed3ece54c5d7ad1a3cbbd1b7fb4be16a8b5135ff865dcd15,22486872,1666716747,10/25/22 16:52,0x6e9afd530416fc332d47939463c292d9062209b1,0x10ed43c718714eb63d5aa57b78b54704e256024e,,0,0,0,0.002505165,0.768359157,284.26,,,Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens
